Cluster,Category_Bamboos,Category_Bromeliads,Category_Cacti & Succulents,Category_Climbers,Category_Creepers & Vines,Category_Ferns,Category_Flowering Pot Plants,Category_Fruit Plants,Category_Grasses & Grass like plants,Category_Groundcovers,Category_Indoor Plants,Category_Lilies & Bulbous plants,Category_Medicinal Plants,Category_Orchids,Category_Palms and Cycads,Category_Rose Climbers,Category_Rose Floribundas,Category_Rose Hybrid Teas,Category_Rose Miniatures,Category_Shrubs,Category_Spice plants & edible Herbs,Category_Terrific Tropicals  The Ideal Gifts,Category_Trees,Category_Vegetable,Category_Water & Aquatic Plants,Category_lawns,Light_Low light tolerant,Light_Semi shade,Light_Shade growing,Light_Sun growing,Water_Can tolerate less,Water_Can tolerate more,Water_Normal,Water_Requires less,Water_Requires more,Primary_Grown_for_Flowers,Primary_Grown_for_Foliage,Primary_Grown_for_Fruit or Seed,Primary_Grown_for_Roots or tubers,Primary_Grown_for_Stems or Timber,Flowering_Season_April,Flowering_Season_August,Flowering_Season_December,Flowering_Season_February,Flowering_Season_Flowers are inconspicuous,Flowering_Season_Flowers in flushes throughout the year,Flowering_Season_Flowers once in many years,Flowering_Season_January,Flowering_Season_July,Flowering_Season_June,Flowering_Season_March,Flowering_Season_May,Flowering_Season_Non Flowering,Flowering_Season_November,Flowering_Season_October,Flowering_Season_September,Flowering_Season_Year-around flowering,Foliage_Color_Blue,Foliage_Color_Blue Grey or Silver,Foliage_Color_Bronze or coppery,Foliage_Color_Brown,Foliage_Color_Cream or off white,Foliage_Color_Green,Foliage_Color_Orange,Foliage_Color_Pink,Foliage_Color_Purple,Foliage_Color_Red,Foliage_Color_Variegated,Foliage_Color_Very dark green almost black,Foliage_Color_White,Foliage_Color_Yellow,Height_or_Length_1 to 2 meters,Height_or_Length_2 to 4 meters,Height_or_Length_4 to 6 meters,Height_or_Length_50 cms to 100 cms,Height_or_Length_6 to 8 meters,Height_or_Length_8 to 12 meters,Height_or_Length_Less than 50 cms,Height_or_Length_More than 12 meters,Spread_or_Width_1 to 2 meters,Spread_or_Width_2 to 4 meters,Spread_or_Width_4 to 6 meters,Spread_or_Width_50 cms to 100 cms,Spread_or_Width_6 to 8 meters,Spread_or_Width_8 to 12 meters,Spread_or_Width_Less than 50 cms,Spread_or_Width_More than 12 meters,Plant_Form_Climbing or growing on support,Plant_Form_Columnar,Plant_Form_Irregular,Plant_Form_Low spreading,Plant_Form_Oval,Plant_Form_Pyramidal,Plant_Form_Spherical or rounded,Plant_Form_Spreading,Plant_Form_Upright or Erect,Plant_Form_Weeping
10,0.0,0.0,0.0,0.0,0.0,0.0,0.06779661016949153,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.864406779661017,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.03389830508474576,0.01694915254237288,0.0,0.0,0.01694915254237288,0.0,1.0,0.01694915254237288,0.0,0.9830508474576272,0.0,0.01694915254237288,0.9661016949152542,0.01694915254237288,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9152542372881356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01694915254237288,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9322033898305084,0.0,0.0,0.06779661016949153,0.0,0.0,0.0,0.0,0.06779661016949153,0.0,0.0,0.0,0.8135593220338984,0.9491525423728814,0.0
11,0.0,0.0,0.02586206896551724,0.07758620689655173,0.07758620689655173,0.0,0.017241379310344827,0.008620689655172414,0.0,0.017241379310344827,0.017241379310344827,0.0,0.04310344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.9741379310344828,0.0,0.0,0.3448275862068966,0.017241379310344827,0.008620689655172414,0.0,0.0,0.9568965517241379,0.05172413793103448,0.9913793103448276,0.5086206896551724,0.8362068965517241,0.9741379310344828,0.017241379310344827,0.008620689655172414,0.9482758620689655,0.06896551724137931,0.017241379310344827,0.0,0.017241379310344827,0.0,0.0,0.008620689655172414,0.0,0.008620689655172414,0.9827586206896551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9913793103448276,0.0,0.0,0.008620689655172414,0.0,0.008620689655172414,0.9913793103448276,0.0,0.008620689655172414,0.008620689655172414,0.008620689655172414,0.017241379310344827,0.0,0.008620689655172414,0.017241379310344827,0.0,0.8620689655172413,0.1206896551724138,0.0,0.008620689655172414,0.008620689655172414,0.0,0.0,0.46551724137931033,0.49137931034482757,0.034482758620689655,0.0,0.0,0.0,0.008620689655172414,0.0,0.0,0.0,0.13793103448275862,0.008620689655172414,0.017241379310344827,0.0,0.017241379310344827,0.5172413793103449,0.853448275862069,0.05172413793103448
12,0.0,0.0,0.045454545454545456,0.030303030303030304,0.030303030303030304,0.0,0.0,0.5151515151515151,0.0,0.0,0.0,0.0,0.3181818181818182,0.015151515151515152,0.015151515151515152,0.10606060606060606,0.0,0.0,0.0,0.19696969696969696,0.030303030303030304,0.0,0.5454545454545454,0.24242424242424243,0.0,0.0,0.0,0.3181818181818182,0.0,1.0,0.16666666666666666,0.3333333333333333,0.9696969696969697,0.030303030303030304,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,0.015151515151515152,0.015151515151515152,0.0,0.015151515151515152,0.15151515151515152,0.8484848484848485,0.0,0.0,0.015151515151515152,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.015151515151515152,0.8787878787878788,0.0,0.0,0.0,0.015151515151515152,0.030303030303030304,1.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.015151515151515152,0.13636363636363635,0.16666666666666666,0.2727272727272727,0.030303030303030304,0.25757575757575757,0.045454545454545456,0.0,0.09090909090909091,0.06060606060606061,0.24242424242424243,0.25757575757575757,0.09090909090909091,0.015151515151515152,0.07575757575757576,0.07575757575757576,0.030303030303030304,0.18181818181818182,0.0,0.13636363636363635,0.030303030303030304,0.015151515151515152,0.0,0.015151515151515152,0.18181818181818182,0.7272727272727273,0.045454545454545456
13,0.014705882352941176,0.0,0.0,0.007352941176470588,0.007352941176470588,0.0,0.022058823529411766,0.0,0.014705882352941176,0.1323529411764706,0.03676470588235294,0.0,0.051470588235294115,0.0,0.007352941176470588,0.0,0.0,0.0,0.0,0.9926470588235294,0.0,0.0,0.007352941176470588,0.0,0.007352941176470588,0.0,0.0,0.9705882352941176,0.04411764705882353,0.9779411764705882,0.8014705882352942,0.7867647058823529,0.9779411764705882,0.007352941176470588,0.007352941176470588,0.9779411764705882,0.029411764705882353,0.014705882352941176,0.0,0.0,0.0,0.007352941176470588,0.0,0.0,0.022058823529411766,0.9779411764705882,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007352941176470588,0.007352941176470588,0.9779411764705882,0.0,0.022058823529411766,0.007352941176470588,0.0,0.022058823529411766,0.9779411764705882,0.0,0.014705882352941176,0.0,0.014705882352941176,0.04411764705882353,0.0,0.029411764705882353,0.0,0.9926470588235294,0.0,0.0,0.0,0.007352941176470588,0.0,0.0,0.0,0.9779411764705882,0.014705882352941176,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.08823529411764706,0.8823529411764706,0.8235294117647058,0.022058823529411766
14,0.07142857142857142,0.0,0.08928571428571429,0.0,0.0,0.0,0.0,0.10714285714285714,0.07142857142857142,0.10714285714285714,0.08928571428571429,0.05357142857142857,0.10714285714285714,0.0,0.05357142857142857,0.0,0.0,0.0,0.0,0.8214285714285714,0.017857142857142856,0.0,0.4642857142857143,0.017857142857142856,0.017857142857142856,0.0,0.0,0.8571428571428571,0.17857142857142858,0.9821428571428571,0.5357142857142857,0.75,0.9285714285714286,0.03571428571428571,0.03571428571428571,0.6785714285714286,0.21428571428571427,0.10714285714285714,0.0,0.0,0.5357142857142857,0.9285714285714286,0.05357142857142857,0.21428571428571427,0.10714285714285714,0.05357142857142857,0.0,0.08928571428571429,0.9464285714285714,0.8928571428571429,0.42857142857142855,0.6428571428571429,0.0,0.19642857142857142,0.6785714285714286,0.8392857142857143,0.0,0.0,0.05357142857142857,0.0,0.0,0.03571428571428571,0.9821428571428571,0.0,0.0,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.0,0.017857142857142856,0.017857142857142856,0.08928571428571429,0.3392857142857143,0.32142857142857145,0.07142857142857142,0.05357142857142857,0.017857142857142856,0.05357142857142857,0.05357142857142857,0.16071428571428573,0.5,0.05357142857142857,0.08928571428571429,0.05357142857142857,0.05357142857142857,0.05357142857142857,0.0,0.03571428571428571,0.017857142857142856,0.17857142857142858,0.0,0.0,0.0,0.07142857142857142,0.5535714285714286,0.8214285714285714,0.017857142857142856
15,0.0,0.4782608695652174,0.0,0.0,0.0,0.0,0.43478260869565216,0.0,0.0,0.10869565217391304,0.5652173913043478,0.0,0.0,0.391304347826087,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.32608695652173914,0.0,0.0,0.0,0.0,0.021739130434782608,1.0,0.6304347826086957,0.06521739130434782,0.043478260869565216,0.15217391304347827,0.15217391304347827,0.0,0.8478260869565217,0.9565217391304348,0.06521739130434782,0.0,0.0,0.0,0.13043478260869565,0.0,0.0,0.021739130434782608,0.0,0.8260869565217391,0.043478260869565216,0.021739130434782608,0.0,0.021739130434782608,0.13043478260869565,0.13043478260869565,0.0,0.0,0.0,0.0,0.43478260869565216,0.0,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.021739130434782608,1.0,0.0,0.0,0.021739130434782608,0.0,0.08695652173913043,0.0,0.043478260869565216,0.021739130434782608,0.0,0.0,0.0,0.17391304347826086,0.0,0.0,0.8260869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,0.7608695652173914,0.43478260869565216,0.0
16,0.20224719101123595,0.06741573033707865,0.02247191011235955,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.02247191011235955,0.0,0.20224719101123595,0.9550561797752809,0.4606741573033708,0.0,0.033707865168539325,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.011235955056179775,0.0449438202247191,0.0,0.0,0.011235955056179775,0.033707865168539325,0.10112359550561797,0.02247191011235955,0.9438202247191011,0.5955056179775281,0.6292134831460674,0.10112359550561797,0.4044943820224719,0.9662921348314607,0.011235955056179775,0.033707865168539325,0.02247191011235955,0.9550561797752809,0.011235955056179775,0.011235955056179775,0.0,0.02247191011235955,0.0449438202247191,0.033707865168539325,0.0449438202247191,0.898876404494382,0.16853932584269662,0.0,0.033707865168539325,0.0449438202247191,0.033707865168539325,0.02247191011235955,0.033707865168539325,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.033707865168539325,0.12359550561797752,0.0,0.10112359550561797,0.033707865168539325,0.0898876404494382,0.0898876404494382,0.8876404494382022,0.0,0.11235955056179775,0.0898876404494382,0.15730337078651685,0.42696629213483145,0.0,0.1797752808988764,0.056179775280898875,0.0,0.011235955056179775,0.0,0.011235955056179775,0.0,0.0,0.9775280898876404,0.0,0.011235955056179775,0.011235955056179775,0.0,0.4943820224719101,0.0,0.0,0.47191011235955055,0.0,0.011235955056179775,0.0,0.0,0.6741573033707865,0.02247191011235955,0.0,0.033707865168539325,0.24719101123595505,0.011235955056179775,0.033707865168539325
17,0.01818181818181818,0.0,0.07272727272727272,0.0,0.0,0.0,0.38181818181818183,0.0,0.01818181818181818,0.41818181818181815,0.01818181818181818,0.0,0.2909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.05454545454545454,0.0,0.3090909090909091,0.05454545454545454,0.01818181818181818,0.0,0.0,0.7454545454545455,0.0,1.0,0.36363636363636365,0.32727272727272727,0.9818181818181818,0.01818181818181818,0.0,0.8,0.21818181818181817,0.0,0.0,0.0,0.09090909090909091,0.3090909090909091,0.9454545454545454,0.7272727272727273,0.05454545454545454,0.01818181818181818,0.0,0.8363636363636363,0.09090909090909091,0.09090909090909091,0.34545454545454546,0.05454545454545454,0.0,0.9818181818181818,0.8,0.5272727272727272,0.0,0.0,0.05454545454545454,0.0,0.0,0.01818181818181818,0.9636363636363636,0.0,0.01818181818181818,0.03636363636363636,0.03636363636363636,0.01818181818181818,0.0,0.01818181818181818,0.01818181818181818,0.05454545454545454,0.09090909090909091,0.09090909090909091,0.32727272727272727,0.05454545454545454,0.14545454545454545,0.18181818181818182,0.05454545454545454,0.03636363636363636,0.12727272727272726,0.09090909090909091,0.2727272727272727,0.10909090909090909,0.05454545454545454,0.2909090909090909,0.01818181818181818,0.0,0.0,0.01818181818181818,0.03636363636363636,0.01818181818181818,0.0,0.16363636363636364,0.5272727272727272,0.6909090909090909,0.01818181818181818
18,0.03389830508474576,0.0,0.01694915254237288,0.9152542372881356,0.9152542372881356,0.01694915254237288,0.0,0.03389830508474576,0.03389830508474576,0.6101694915254238,0.711864406779661,0.0,0.1016949152542373,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.13559322033898305,0.05084745762711865,0.0,0.0,0.0,0.0847457627118644,0.0,0.05084745762711865,0.9661016949152542,0.8135593220338984,0.423728813559322,0.1694915254237288,0.8983050847457628,0.9830508474576272,0.0,0.01694915254237288,0.0,0.9830508474576272,0.01694915254237288,0.0,0.0,0.0,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.9152542372881356,0.1016949152542373,0.03389830508474576,0.01694915254237288,0.0,0.0,0.0,0.0,0.01694915254237288,0.03389830508474576,0.0,0.01694915254237288,0.05084745762711865,0.0,0.03389830508474576,0.01694915254237288,0.05084745762711865,0.1016949152542373,0.9661016949152542,0.0,0.0847457627118644,0.05084745762711865,0.03389830508474576,0.3050847457627119,0.0,0.1864406779661017,0.13559322033898305,0.0847457627118644,0.5084745762711864,0.03389830508474576,0.03389830508474576,0.0847457627118644,0.1016949152542373,0.0,0.15254237288135594,0.01694915254237288,0.03389830508474576,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,0.9661016949152542,0.0,0.0,0.03389830508474576,0.0,0.0,0.0,0.01694915254237288,0.03389830508474576,0.0
19,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02702702702702703,0.972972972972973,0.02702702702702703,0.972972972972973,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.24324324324324326,0.0,0.1891891891891892,0.05405405405405406,0.08108108108108109,0.43243243243243246,0.16216216216216217,0.0,0.0,0.24324324324324326,0.0,0.08108108108108109,0.10810810810810811,0.08108108108108109,0.21621621621621623,0.0,0.0,0.0,0.0,0.0,0.7837837837837838,0.0,0.972972972972973,0.0,0.0,0.0,0.0,0.9459459459459459,0.0,0.0
20,0.018518518518518517,0.07407407407407407,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.018518518518518517,0.5370370370370371,0.9074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2037037037037037,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.24074074074074073,1.0,1.0,0.018518518518518517,0.0,0.5,0.9259259259259259,0.0,0.07407407407407407,0.0,1.0,0.0,0.0,0.0,0.018518518518518517,0.037037037037037035,0.0,0.0,0.9259259259259259,0.09259259259259259,0.0,0.0,0.037037037037037035,0.037037037037037035,0.018518518518518517,0.037037037037037035,0.0,0.0,0.0,0.018518518518518517,0.05555555555555555,0.0,0.037037037037037035,0.07407407407407407,0.09259259259259259,0.1111111111111111,0.9444444444444444,0.018518518518518517,0.12962962962962962,0.07407407407407407,0.09259259259259259,0.7777777777777778,0.0,0.6481481481481481,0.2037037037037037,0.018518518518518517,0.0,0.0,0.9259259259259259,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.9074074074074074,0.0,0.0,0.09259259259259259,0.0,0.018518518518518517,0.0,0.0,0.037037037037037035,0.0,0.0,0.018518518518518517,0.7407407407407407,0.5555555555555556,0.0
21,0.0,0.0,0.3150684931506849,0.0,0.0,0.0,0.4520547945205479,0.0136986301369863,0.0,0.1780821917808219,0.0136986301369863,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.9726027397260274,0.0,0.0136986301369863,0.0273972602739726,0.0273972602739726,0.1095890410958904,0.0,0.0136986301369863,0.863013698630137,0.0821917808219178,0.9863013698630136,0.5342465753424658,0.4383561643835616,1.0,0.0,0.0,0.8904109589041096,0.0547945205479452,0.0547945205479452,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.9041095890410958,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0136986301369863,0.9726027397260274,0.0,0.0273972602739726,0.0273972602739726,0.0,0.0136986301369863,0.958904109589041,0.0,0.0,0.0136986301369863,0.0410958904109589,0.0821917808219178,0.0,0.0410958904109589,0.0410958904109589,0.8904109589041096,0.0136986301369863,0.0,0.0821917808219178,0.0,0.0,0.0136986301369863,0.0,0.0273972602739726,0.0,0.0,0.958904109589041,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0273972602739726,0.0,0.0136986301369863,0.0,0.0136986301369863,0.1643835616438356,0.958904109589041,0.0136986301369863
22,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5185185185185185,0.0,0.14814814814814814,0.0,0.14814814814814814,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.9259259259259259,0.0,0.0,0.0,0.0,0.9629629629629629,0.037037037037037035,1.0,0.7777777777777778,0.9259259259259259,1.0,0.0,0.0,0.0,0.8888888888888888,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.0,0.07407407407407407,0.7037037037037037,0.037037037037037035,0.48148148148148145,0.07407407407407407,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,1.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035,0.0,0.25925925925925924,0.07407407407407407,0.0,0.5925925925925926,0.037037037037037035,0.07407407407407407,0.14814814814814814,0.037037037037037035,0.4444444444444444,0.037037037037037035,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8518518518518519,0.9629629629629629,0.0
23,0.10112359550561797,0.02247191011235955,0.07865168539325842,0.0,0.0,0.0,0.0,0.02247191011235955,0.10112359550561797,0.12359550561797752,0.5393258426966292,0.0,0.02247191011235955,0.0,0.07865168539325842,0.0,0.0,0.0,0.0,0.8089887640449438,0.011235955056179775,0.0,0.12359550561797752,0.0,0.06741573033707865,0.0,0.011235955056179775,0.9550561797752809,0.48314606741573035,0.8314606741573034,0.449438202247191,0.6629213483146067,1.0,0.0,0.0,0.011235955056179775,0.9662921348314607,0.02247191011235955,0.0,0.0,0.011235955056179775,0.011235955056179775,0.02247191011235955,0.02247191011235955,0.9325842696629213,0.033707865168539325,0.10112359550561797,0.02247191011235955,0.011235955056179775,0.02247191011235955,0.011235955056179775,0.02247191011235955,0.0,0.011235955056179775,0.02247191011235955,0.02247191011235955,0.0449438202247191,0.0,0.06741573033707865,0.10112359550561797,0.06741573033707865,0.21348314606741572,0.9325842696629213,0.0449438202247191,0.12359550561797752,0.0449438202247191,0.16853932584269662,0.47191011235955055,0.0,0.1348314606741573,0.19101123595505617,0.651685393258427,0.29213483146067415,0.0449438202247191,0.0,0.011235955056179775,0.0,0.0,0.0,0.9887640449438202,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02247191011235955,0.11235955056179775,0.0,0.11235955056179775,0.011235955056179775,0.1797752808988764,0.5393258426966292,0.5730337078651685,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1346153846153846,0.0,0.0,0.0,0.0,0.5192307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,1.0,0.019230769230769232,0.0,0.0,0.0,0.36538461538461536,0.0,1.0,0.5,0.46153846153846156,0.9230769230769231,0.09615384615384616,0.0,0.28846153846153844,0.5384615384615384,0.15384615384615385,0.0,0.038461538461538464,0.4807692307692308,0.28846153846153844,0.019230769230769232,0.07692307692307693,0.17307692307692307,0.019230769230769232,0.0,0.019230769230769232,0.4807692307692308,0.6538461538461539,0.28846153846153844,0.5961538461538461,0.0,0.057692307692307696,0.11538461538461539,0.25,0.0,0.0,0.0,0.0,0.019230769230769232,0.019230769230769232,0.9615384615384616,0.0,0.0,0.0,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,0.0,0.0,0.038461538461538464,0.0,0.019230769230769232,0.019230769230769232,0.0,0.9230769230769231,0.0,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,0.3076923076923077,0.0,0.6153846153846154,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.057692307692307696,0.5961538461538461,0.8653846153846154,0.15384615384615385
25,0.029850746268656716,0.0,0.08955223880597014,0.0,0.0,0.0,0.0,0.04477611940298507,0.029850746268656716,0.05970149253731343,0.40298507462686567,0.0,0.05970149253731343,0.0,0.07462686567164178,0.0,0.0,0.0,0.0,0.9701492537313433,0.029850746268656716,0.0,0.6417910447761194,0.0,0.014925373134328358,0.0,0.029850746268656716,0.9850746268656716,0.5074626865671642,0.9850746268656716,0.5373134328358209,0.7313432835820896,0.9850746268656716,0.014925373134328358,0.0,0.014925373134328358,0.9552238805970149,0.029850746268656716,0.0,0.029850746268656716,0.014925373134328358,0.014925373134328358,0.05970149253731343,0.05970149253731343,0.8059701492537313,0.08955223880597014,0.1044776119402985,0.04477611940298507,0.0,0.0,0.029850746268656716,0.014925373134328358,0.0,0.029850746268656716,0.014925373134328358,0.014925373134328358,0.1044776119402985,0.0,0.0,0.0,0.0,0.16417910447761194,0.9552238805970149,0.014925373134328358,0.0,0.0,0.05970149253731343,0.3582089552238806,0.0,0.13432835820895522,0.1791044776119403,0.04477611940298507,0.3880597014925373,0.5373134328358209,0.0,0.014925373134328358,0.0,0.0,0.014925373134328358,0.0,0.9701492537313433,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1791044776119403,0.0,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.6268656716417911,0.8059701492537313,0.014925373134328358
26,0.02666666666666667,0.0,0.013333333333333334,0.0,0.0,0.0,0.013333333333333334,0.2,0.02666666666666667,0.0,0.04,0.0,0.17333333333333334,0.013333333333333334,0.06666666666666667,0.0,0.0,0.0,0.0,0.4666666666666667,0.02666666666666667,0.0,0.8666666666666667,0.013333333333333334,0.013333333333333334,0.0,0.0,0.6533333333333333,0.04,0.92,0.41333333333333333,0.68,0.9866666666666667,0.0,0.013333333333333334,0.26666666666666666,0.5066666666666667,0.21333333333333335,0.0,0.02666666666666667,0.68,0.0,0.05333333333333334,0.84,0.13333333333333333,0.0,0.013333333333333334,0.4666666666666667,0.04,0.14666666666666667,0.96,0.38666666666666666,0.0,0.013333333333333334,0.04,0.04,0.0,0.013333333333333334,0.05333333333333334,0.0,0.0,0.05333333333333334,1.0,0.0,0.013333333333333334,0.0,0.06666666666666667,0.09333333333333334,0.0,0.04,0.04,0.05333333333333334,0.17333333333333334,0.13333333333333333,0.0,0.26666666666666666,0.17333333333333334,0.013333333333333334,0.18666666666666668,0.06666666666666667,0.22666666666666666,0.26666666666666666,0.05333333333333334,0.24,0.06666666666666667,0.013333333333333334,0.06666666666666667,0.013333333333333334,0.013333333333333334,0.18666666666666668,0.05333333333333334,0.013333333333333334,0.0,0.02666666666666667,0.44,0.8,0.06666666666666667
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.013333333333333334,0.9666666666666667,0.013333333333333334,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9933333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.9866666666666667,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.006666666666666667,0.0,0.0,0.0,0.0,0.006666666666666667,0.9866666666666667,0.0
28,0.010309278350515464,0.010309278350515464,0.07216494845360824,0.0,0.0,0.0,0.4948453608247423,0.0,0.010309278350515464,0.8865979381443299,0.07216494845360824,0.041237113402061855,0.020618556701030927,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.15463917525773196,0.020618556701030927,0.0,0.0,0.0,0.041237113402061855,0.0,0.0,0.7010309278350515,0.10309278350515463,0.9278350515463918,0.38144329896907214,0.15463917525773196,0.8865979381443299,0.07216494845360824,0.030927835051546393,0.8350515463917526,0.16494845360824742,0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.7938144329896907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,0.010309278350515464,0.9896907216494846,0.0,0.030927835051546393,0.041237113402061855,0.010309278350515464,0.010309278350515464,0.9587628865979382,0.0,0.0,0.010309278350515464,0.0,0.030927835051546393,0.0,0.010309278350515464,0.030927835051546393,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.041237113402061855,0.0,0.0,0.4536082474226804,0.0,0.0,0.4948453608247423,0.010309278350515464,0.0,0.0,0.0,0.4948453608247423,0.020618556701030927,0.0,0.09278350515463918,0.4020618556701031,0.13402061855670103,0.010309278350515464
29,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.011235955056179775,0.011235955056179775,0.0,0.14606741573033707,0.0,0.0,0.0,0.9887640449438202,0.0,0.0,0.0,0.0,0.07865168539325842,0.0,0.0,0.4044943820224719,0.011235955056179775,0.0449438202247191,0.0,0.0,0.8314606741573034,0.1348314606741573,0.9775280898876404,0.42696629213483145,0.6404494382022472,0.898876404494382,0.011235955056179775,0.10112359550561797,0.0,1.0,0.011235955056179775,0.0,0.011235955056179775,0.0898876404494382,0.0,0.02247191011235955,0.033707865168539325,0.9213483146067416,0.02247191011235955,0.06741573033707865,0.02247191011235955,0.0,0.02247191011235955,0.0898876404494382,0.07865168539325842,0.0,0.0449438202247191,0.033707865168539325,0.033707865168539325,0.02247191011235955,0.011235955056179775,0.1348314606741573,0.011235955056179775,0.011235955056179775,0.0,0.9662921348314607,0.011235955056179775,0.0,0.0,0.0449438202247191,0.0,0.0,0.011235955056179775,0.02247191011235955,0.02247191011235955,0.12359550561797752,0.15730337078651685,0.0,0.1797752808988764,0.16853932584269662,0.0,0.34831460674157305,0.15730337078651685,0.3707865168539326,0.23595505617977527,0.02247191011235955,0.16853932584269662,0.0449438202247191,0.0,0.0,0.0,0.0,0.0,0.0,0.02247191011235955,0.0,0.3595505617977528,0.10112359550561797,0.9775280898876404,0.011235955056179775
