Cluster,Category_Bamboos,Category_Bromeliads,Category_Cacti & Succulents,Category_Climbers,Category_Creepers & Vines,Category_Ferns,Category_Flowering Pot Plants,Category_Fruit Plants,Category_Grasses & Grass like plants,Category_Groundcovers_lawns,Category_Indoor Plants,Category_Lilies & Bulbous plants,Category_Medicinal Plants,Category_Orchids,Category_Palms and Cycads,Category_Rose_Hybrid_Climbers,Category_Rose_Miniature_Floribundas,Category_Shrubs,Category_Spice plants & edible Herbs,Category_Terrific Tropicals  The Ideal Gifts,Category_Trees,Category_Vegetable,Category_Water & Aquatic Plants,Flowering_Season_Apr_May_Summer,Flowering_Season_Dec_Jan_Winter,Flowering_Season_Feb_Mar_Spring,Flowering_Season_Flowers are inconspicuous,Flowering_Season_Flowers once in many years,Flowering_Season_Jun_Sep_Monsoon,Flowering_Season_Non Flowering,Flowering_Season_Oct_Nov_Autumn,Flowering_Season_Year_round_flowering,Foliage_Color_Blue,Foliage_Color_Blue Grey or Silver,Foliage_Color_Bronze or coppery,Foliage_Color_Brown,Foliage_Color_Cream or off white,Foliage_Color_Green,Foliage_Color_Orange,Foliage_Color_Pink,Foliage_Color_Purple,Foliage_Color_Red,Foliage_Color_Variegated,Foliage_Color_Very dark green almost black,Foliage_Color_White,Foliage_Color_Yellow,Height_or_Length_1 to 2 meters,Height_or_Length_2 to 4 meters,Height_or_Length_4 to 6 meters,Height_or_Length_50 cms to 100 cms,Height_or_Length_6 to 8 meters,Height_or_Length_8 to 12 meters,Height_or_Length_Less than 50 cms,Height_or_Length_More than 12 meters,Light_Low light tolerant,Light_Semi shade,Light_Shade growing,Light_Sun growing,Plant_Form_Climbing or growing on support,Plant_Form_Columnar,Plant_Form_Irregular,Plant_Form_Low spreading,Plant_Form_Oval,Plant_Form_Pyramidal,Plant_Form_Spherical or rounded,Plant_Form_Spreading,Plant_Form_Upright or Erect,Plant_Form_Weeping,Primary_Grown_for_Flowers,Primary_Grown_for_Foliage,Primary_Grown_for_Fruit or Seed,Primary_Grown_for_Roots or tubers,Primary_Grown_for_Stems or Timber,Spread_or_Width_1 to 2 meters,Spread_or_Width_2 to 4 meters,Spread_or_Width_4 to 6 meters,Spread_or_Width_6 to 8 meters,Spread_or_Width_8 to 12 meters,Spread_or_Width_More than 12 meters,Spread_or_Width_less_than_1_meter,Water_Can tolerate more,Water_Normal,Water_Requires more,Water_Requires_less
20,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.011627906976744186,0.0,0.16279069767441862,0.0,0.011627906976744186,0.0,0.9883720930232558,0.0,0.0,0.03488372093023256,0.0,0.0,0.4418604651162791,0.011627906976744186,0.046511627906976744,0.12790697674418605,0.05813953488372093,0.13953488372093023,0.9302325581395349,0.05813953488372093,0.05813953488372093,0.0,0.06976744186046512,0.023255813953488372,0.011627906976744186,0.10465116279069768,0.011627906976744186,0.011627906976744186,0.0,0.9767441860465116,0.011627906976744186,0.0,0.0,0.046511627906976744,0.0,0.0,0.011627906976744186,0.023255813953488372,0.023255813953488372,0.08139534883720931,0.1511627906976744,0.0,0.1744186046511628,0.1744186046511628,0.0,0.3953488372093023,0.0,0.8255813953488372,0.13953488372093023,0.9767441860465116,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.3953488372093023,0.08139534883720931,0.9883720930232558,0.011627906976744186,0.0,1.0,0.011627906976744186,0.0,0.011627906976744186,0.12790697674418605,0.3953488372093023,0.2558139534883721,0.16279069767441862,0.03488372093023256,0.0,0.023255813953488372,0.6744186046511628,0.8837209302325582,0.11627906976744186,0.4069767441860465
21,0.0,0.38461538461538464,0.0,0.015384615384615385,0.015384615384615385,0.0,0.46153846153846156,0.0,0.0,0.1076923076923077,0.5846153846153846,0.0,0.0,0.4,0.0,0.0,0.0,0.03076923076923077,0.0,0.24615384615384617,0.0,0.0,0.06153846153846154,0.13846153846153847,0.015384615384615385,0.1076923076923077,0.0,0.03076923076923077,0.015384615384615385,0.0,0.0,0.8461538461538461,0.0,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.046153846153846156,1.0,0.0,0.0,0.03076923076923077,0.0,0.1076923076923077,0.0,0.046153846153846156,0.03076923076923077,0.015384615384615385,0.0,0.0,0.36923076923076925,0.0,0.0,0.6,0.015384615384615385,0.015384615384615385,1.0,0.6615384615384615,0.12307692307692308,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.03076923076923077,0.8,0.4307692307692308,0.0,0.9692307692307692,0.046153846153846156,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.015384615384615385,0.0,0.9692307692307692,0.26153846153846155,0.26153846153846155,0.7384615384615385,0.03076923076923077
22,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.225,0.0,0.175,0.05,0.075,0.475,0.15,0.0,0.0,0.225,0.0,0.075,0.0,0.075,0.0,1.0,0.775,0.025,0.925,0.0,0.0,0.0,0.0,0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.125,0.2,0.0,0.0,0.0,0.0,0.975,0.1,0.0,1.0
23,0.044444444444444446,0.0,0.17777777777777778,0.0,0.0,0.0,0.022222222222222223,0.06666666666666667,0.044444444444444446,0.022222222222222223,0.044444444444444446,0.0,0.06666666666666667,0.0,0.1111111111111111,0.0,0.0,0.8222222222222222,0.022222222222222223,0.0,0.37777777777777777,0.022222222222222223,0.022222222222222223,0.2222222222222222,0.022222222222222223,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.08888888888888889,0.0,0.044444444444444446,0.26666666666666666,0.0,0.13333333333333333,0.06666666666666667,0.044444444444444446,0.044444444444444446,0.8444444444444444,0.022222222222222223,0.06666666666666667,0.022222222222222223,0.24444444444444444,0.13333333333333333,0.0,0.044444444444444446,0.06666666666666667,0.0,0.9777777777777777,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.13333333333333333,1.0,0.0,0.0,0.24444444444444444,0.0,0.17777777777777778,0.0,0.022222222222222223,0.35555555555555557,0.7111111111111111,0.0,0.0,0.9555555555555556,0.044444444444444446,0.0,0.0,0.4444444444444444,0.5333333333333333,0.0,0.0,0.022222222222222223,0.0,0.0,0.24444444444444444,0.9111111111111111,0.022222222222222223,0.7777777777777778
24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.08571428571428572,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.02857142857142857,0.17142857142857143,0.3142857142857143,0.6285714285714286,0.0,0.02857142857142857,0.02857142857142857,0.0,0.0,0.14285714285714285,0.0,0.02857142857142857,0.11428571428571428,0.8,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.08571428571428572,0.34285714285714286,0.0,0.2857142857142857,0.22857142857142856,0.2857142857142857,0.05714285714285714,0.0,0.45714285714285713,0.0,0.02857142857142857,0.17142857142857143,0.0,0.02857142857142857,0.8571428571428571,0.11428571428571428,0.9428571428571428,0.02857142857142857,0.08571428571428572,0.02857142857142857,0.0,0.08571428571428572,0.0,0.6,0.11428571428571428,0.2571428571428571,0.0,0.08571428571428572,0.9428571428571428,0.0,0.0,0.0,0.14285714285714285,0.02857142857142857,0.0,0.0,0.0,0.0,0.8,0.14285714285714285,0.2571428571428571,0.0,0.9714285714285714
25,0.01694915254237288,0.0,0.01694915254237288,0.8983050847457628,0.8983050847457628,0.01694915254237288,0.0,0.03389830508474576,0.01694915254237288,0.6271186440677966,0.7288135593220338,0.0,0.11864406779661017,0.0,0.01694915254237288,0.0,0.0,0.13559322033898305,0.05084745762711865,0.0,0.0,0.0,0.0847457627118644,0.0,0.01694915254237288,0.01694915254237288,0.9322033898305084,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.11864406779661017,0.0,0.05084745762711865,0.01694915254237288,0.05084745762711865,0.1016949152542373,0.9661016949152542,0.0,0.0847457627118644,0.05084745762711865,0.03389830508474576,0.3220338983050847,0.0,0.1864406779661017,0.13559322033898305,0.1016949152542373,0.4915254237288136,0.03389830508474576,0.03389830508474576,0.06779661016949153,0.1016949152542373,0.01694915254237288,0.15254237288135594,0.05084745762711865,0.9661016949152542,0.8305084745762712,0.3898305084745763,0.9661016949152542,0.0,0.0,0.03389830508474576,0.0,0.0,0.0,0.01694915254237288,0.03389830508474576,0.0,0.0,0.9830508474576272,0.01694915254237288,0.0,0.0,0.01694915254237288,0.03389830508474576,0.0,0.0,0.0,0.0,0.03389830508474576,0.8813559322033898,0.9830508474576272,0.01694915254237288,0.1694915254237288
26,0.0,0.0,0.018518518518518517,0.037037037037037035,0.037037037037037035,0.0,0.0,0.9444444444444444,0.0,0.0,0.018518518518518517,0.0,0.42592592592592593,0.0,0.05555555555555555,0.0,0.0,0.25925925925925924,0.0,0.0,0.7407407407407407,0.14814814814814814,0.0,0.16666666666666666,0.1111111111111111,0.25925925925925924,0.2037037037037037,0.018518518518518517,0.07407407407407407,0.0,0.05555555555555555,0.6296296296296297,0.0,0.0,0.0,0.018518518518518517,0.037037037037037035,1.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.037037037037037035,0.037037037037037035,0.18518518518518517,0.3148148148148148,0.0,0.4074074074074074,0.05555555555555555,0.0,0.0,0.0,0.3888888888888889,0.018518518518518517,0.9444444444444444,0.07407407407407407,0.0,0.18518518518518517,0.018518518518518517,0.0,0.0,0.05555555555555555,0.3148148148148148,0.7592592592592593,0.037037037037037035,0.0,0.0,1.0,0.0,0.0,0.07407407407407407,0.35185185185185186,0.4074074074074074,0.037037037037037035,0.018518518518518517,0.0,0.018518518518518517,0.5185185185185185,0.9814814814814815,0.0,0.2962962962962963
27,0.023809523809523808,0.0,0.7857142857142857,0.0,0.0,0.0,0.023809523809523808,0.0,0.023809523809523808,0.7619047619047619,0.30952380952380953,0.023809523809523808,0.09523809523809523,0.0,0.0,0.0,0.0,0.47619047619047616,0.023809523809523808,0.0,0.0,0.0,0.023809523809523808,0.3333333333333333,0.2619047619047619,0.5714285714285714,0.7857142857142857,0.0,0.09523809523809523,0.0,0.2619047619047619,0.023809523809523808,0.0,0.2619047619047619,0.0,0.047619047619047616,0.21428571428571427,0.7380952380952381,0.0,0.047619047619047616,0.0,0.023809523809523808,0.4523809523809524,0.023809523809523808,0.16666666666666666,0.14285714285714285,0.023809523809523808,0.0,0.0,0.5,0.0,0.0,0.47619047619047616,0.0,0.07142857142857142,0.9523809523809523,0.19047619047619047,0.9285714285714286,0.0,0.0,0.0,0.07142857142857142,0.023809523809523808,0.0,0.023809523809523808,0.7857142857142857,0.6666666666666666,0.0,0.0,0.9761904761904762,0.0,0.023809523809523808,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.07142857142857142,0.5238095238095238,0.023809523809523808,0.8095238095238095
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.25,0.0,0.125,0.8333333333333334,0.8333333333333334,0.7916666666666666,0.041666666666666664,0.0,0.0,0.25,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.08333333333333333,0.0,0.0,0.875,0.0,0.25,0.041666666666666664,1.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.7083333333333334,0.3333333333333333,0.20833333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.7916666666666666,0.0,0.8333333333333334,1.0,0.0,0.9166666666666666
29,0.14285714285714285,0.0,0.17142857142857143,0.0,0.0,0.0,0.08571428571428572,0.0,0.14285714285714285,0.0,0.05714285714285714,0.0,0.17142857142857143,0.02857142857142857,0.0,0.0,0.0,0.4,0.05714285714285714,0.0,0.02857142857142857,0.4,0.14285714285714285,0.2,0.08571428571428572,0.2,0.4,0.0,0.11428571428571428,0.0,0.08571428571428572,0.4,0.0,0.05714285714285714,0.0,0.05714285714285714,0.0,0.9142857142857143,0.0,0.02857142857142857,0.0,0.05714285714285714,0.02857142857142857,0.0,0.02857142857142857,0.0,0.6285714285714286,0.08571428571428572,0.0,0.22857142857142856,0.02857142857142857,0.0,0.02857142857142857,0.0,0.0,0.5714285714285714,0.05714285714285714,1.0,0.05714285714285714,0.0,0.08571428571428572,0.02857142857142857,0.08571428571428572,0.0,0.02857142857142857,0.08571428571428572,0.8571428571428571,0.0,0.0,0.6857142857142857,0.2571428571428571,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.9428571428571428,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.22857142857142856
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,1.0,0.0,0.0,0.4807692307692308,0.4807692307692308,0.6923076923076923,0.019230769230769232,0.0,0.28846153846153844,0.0,0.3269230769230769,0.019230769230769232,0.0,0.019230769230769232,0.0,0.019230769230769232,0.0,1.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.09615384615384616,0.40384615384615385,0.0,0.4807692307692308,0.0,0.28846153846153844,0.0,1.0,0.019230769230769232,0.019230769230769232,0.07692307692307693,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,0.4230769230769231,0.8076923076923077,0.17307692307692307,0.9615384615384616,0.07692307692307693,0.0,0.0,0.0,0.0,0.019230769230769232,0.17307692307692307,0.3269230769230769,0.23076923076923078,0.25,0.0,0.5,1.0,0.0,0.38461538461538464
31,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.12698412698412698,0.9206349206349206,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.8412698412698413,0.0,0.0,0.015873015873015872,0.0,0.015873015873015872,0.031746031746031744,0.0,0.015873015873015872,0.9682539682539683,0.015873015873015872,0.0,0.0,0.0,0.031746031746031744,0.0,0.0,0.06349206349206349,0.031746031746031744,0.19047619047619047,0.9682539682539683,0.031746031746031744,0.12698412698412698,0.1111111111111111,0.23809523809523808,0.6666666666666666,0.0,0.20634920634920634,0.31746031746031744,0.9206349206349206,0.0,0.0,0.06349206349206349,0.0,0.0,0.015873015873015872,0.0,0.09523809523809523,1.0,0.42857142857142855,0.7301587301587301,0.0,0.0,0.015873015873015872,0.0,0.015873015873015872,0.0,0.047619047619047616,0.12698412698412698,0.9523809523809523,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.746031746031746,0.9682539682539683,0.031746031746031744,0.1746031746031746
32,0.0,0.0,0.030303030303030304,0.08080808080808081,0.08080808080808081,0.0,0.010101010101010102,0.010101010101010102,0.0,0.010101010101010102,0.020202020202020204,0.0,0.050505050505050504,0.0,0.0,0.0,0.0,0.98989898989899,0.0,0.0,0.26262626262626265,0.0,0.010101010101010102,0.010101010101010102,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.9797979797979798,0.0,0.0,0.0,0.0,0.010101010101010102,1.0,0.0,0.010101010101010102,0.0,0.0,0.020202020202020204,0.0,0.010101010101010102,0.010101010101010102,0.0,0.9797979797979798,0.020202020202020204,0.0,0.0,0.0,0.0,0.0,0.0,0.9393939393939394,0.04040404040404041,0.98989898989899,0.0,0.0,0.10101010101010101,0.0,0.020202020202020204,0.0,0.020202020202020204,0.5454545454545454,0.8585858585858586,0.050505050505050504,0.9696969696969697,0.04040404040404041,0.020202020202020204,0.0,0.010101010101010102,0.5555555555555556,0.3939393939393939,0.030303030303030304,0.0,0.0,0.0,0.020202020202020204,0.8181818181818182,0.9696969696969697,0.010101010101010102,0.494949494949495
33,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.020833333333333332,0.0,0.2708333333333333,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.0,0.020833333333333332,0.08333333333333333,0.0,0.1875,0.0,0.0,0.0,0.08333333333333333,0.0,0.020833333333333332,0.0,0.020833333333333332,0.9375,0.0,0.020833333333333332,0.041666666666666664,0.0,0.020833333333333332,0.9583333333333334,0.0,0.0,0.020833333333333332,0.041666666666666664,0.08333333333333333,0.0,0.020833333333333332,0.0625,0.9791666666666666,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.020833333333333332,0.8333333333333334,0.125,0.9583333333333334,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.020833333333333332,0.3125,0.9583333333333334,0.020833333333333332,0.8541666666666666,0.041666666666666664,0.10416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,1.0,0.0,0.2916666666666667
34,0.0273972602739726,0.0,0.0684931506849315,0.0,0.0,0.0,0.0,0.0410958904109589,0.0273972602739726,0.0273972602739726,0.4794520547945205,0.0,0.0547945205479452,0.0,0.0684931506849315,0.0,0.0,0.9452054794520548,0.0410958904109589,0.0,0.8767123287671232,0.0,0.0410958904109589,0.0821917808219178,0.0958904109589041,0.136986301369863,0.7945205479452054,0.0958904109589041,0.0547945205479452,0.0,0.0821917808219178,0.0547945205479452,0.0,0.0410958904109589,0.0547945205479452,0.0136986301369863,0.136986301369863,0.958904109589041,0.0,0.0136986301369863,0.0,0.0136986301369863,0.3698630136986301,0.0136986301369863,0.136986301369863,0.2054794520547945,0.0,0.0136986301369863,0.7671232876712328,0.0,0.0,0.0273972602739726,0.0,0.1917808219178082,0.0136986301369863,0.9726027397260274,0.6301369863013698,0.9726027397260274,0.0,0.0273972602739726,0.1506849315068493,0.0,0.0,0.0273972602739726,0.1095890410958904,0.3972602739726027,0.7671232876712328,0.0684931506849315,0.0273972602739726,0.9452054794520548,0.0410958904109589,0.0,0.0273972602739726,0.0958904109589041,0.6027397260273972,0.0958904109589041,0.0410958904109589,0.0684931506849315,0.0821917808219178,0.0136986301369863,0.821917808219178,0.958904109589041,0.0136986301369863,0.7123287671232876
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02531645569620253,0.0,0.08860759493670886,0.0,0.0,0.0,0.0,0.8607594936708861,0.012658227848101266,0.0,1.0,0.02531645569620253,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02531645569620253,0.9873417721518988,0.0,0.0,0.0,0.0,0.02531645569620253,0.012658227848101266,0.012658227848101266,0.0,0.0,0.0,0.17721518987341772,0.0,0.6962025316455697,0.11392405063291139,0.0,0.012658227848101266,0.0,0.9493670886075949,0.02531645569620253,1.0,0.0,0.012658227848101266,0.06329113924050633,0.012658227848101266,0.012658227848101266,0.0,0.02531645569620253,0.7341772151898734,0.9620253164556962,0.05063291139240506,1.0,0.02531645569620253,0.012658227848101266,0.0,0.012658227848101266,0.012658227848101266,0.1518987341772152,0.21518987341772153,0.6075949367088608,0.0,0.012658227848101266,0.0,0.9620253164556962,1.0,0.0,0.8354430379746836
