Cluster,Category_Bamboos,Category_Bromeliads,Category_Cacti & Succulents,Category_Climbers,Category_Creepers & Vines,Category_Ferns,Category_Flowering Pot Plants,Category_Fruit Plants,Category_Grasses & Grass like plants,Category_Groundcovers_lawns,Category_Indoor Plants,Category_Lilies & Bulbous plants,Category_Medicinal Plants,Category_Orchids,Category_Palms and Cycads,Category_Rose_Hybrid_Climbers,Category_Rose_Miniature_Floribundas,Category_Shrubs,Category_Spice plants & edible Herbs,Category_Terrific Tropicals  The Ideal Gifts,Category_Trees,Category_Vegetable,Category_Water & Aquatic Plants,Flowering_Season_Apr_May_Summer,Flowering_Season_Dec_Jan_Winter,Flowering_Season_Feb_Mar_Spring,Flowering_Season_Flowers are inconspicuous,Flowering_Season_Flowers once in many years,Flowering_Season_Jun_Sep_Monsoon,Flowering_Season_Non Flowering,Flowering_Season_Oct_Nov_Autumn,Flowering_Season_Year_round_flowering,Foliage_Color_Blue,Foliage_Color_Blue Grey or Silver,Foliage_Color_Bronze or coppery,Foliage_Color_Brown,Foliage_Color_Cream or off white,Foliage_Color_Green,Foliage_Color_Orange,Foliage_Color_Pink,Foliage_Color_Purple,Foliage_Color_Red,Foliage_Color_Variegated,Foliage_Color_Very dark green almost black,Foliage_Color_White,Foliage_Color_Yellow,Height_or_Length_1 to 2 meters,Height_or_Length_2 to 4 meters,Height_or_Length_4 to 6 meters,Height_or_Length_50 cms to 100 cms,Height_or_Length_6 to 8 meters,Height_or_Length_8 to 12 meters,Height_or_Length_Less than 50 cms,Height_or_Length_More than 12 meters,Light_Low light tolerant,Light_Semi shade,Light_Shade growing,Light_Sun growing,Plant_Form_Climbing or growing on support,Plant_Form_Columnar,Plant_Form_Irregular,Plant_Form_Low spreading,Plant_Form_Oval,Plant_Form_Pyramidal,Plant_Form_Spherical or rounded,Plant_Form_Spreading,Plant_Form_Upright or Erect,Plant_Form_Weeping,Primary_Grown_for_Flowers,Primary_Grown_for_Foliage,Primary_Grown_for_Fruit or Seed,Primary_Grown_for_Roots or tubers,Primary_Grown_for_Stems or Timber,Spread_or_Width_1 to 2 meters,Spread_or_Width_2 to 4 meters,Spread_or_Width_4 to 6 meters,Spread_or_Width_6 to 8 meters,Spread_or_Width_8 to 12 meters,Spread_or_Width_More than 12 meters,Spread_or_Width_less_than_1_meter,Water_Normal,Water_Requires_less,Water_Requires_more
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8709677419354839,0.0,0.0,0.0,0.0,0.8709677419354839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.22580645161290322,0.0,0.1935483870967742,0.6774193548387096,0.7096774193548387,0.7741935483870968,0.03225806451612903,0.25806451612903225,0.0,0.1935483870967742,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.06451612903225806,0.0,0.0,0.9032258064516129,0.0,0.3225806451612903,0.03225806451612903,1.0,0.03225806451612903,0.0,0.03225806451612903,0.0,0.03225806451612903,0.0,0.5483870967741935,0.41935483870967744,0.3225806451612903,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.12903225806451613,0.0967741935483871,0.7096774193548387,0.0,1.0,0.9032258064516129,0.8064516129032258
21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8823529411764706,0.9411764705882353,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0196078431372549,0.058823529411764705,0.0,0.058823529411764705,0.13725490196078433,0.17647058823529413,0.0,0.0196078431372549,0.5098039215686274,0.0,0.0,0.29411764705882354,0.0,0.0196078431372549,1.0,0.803921568627451,0.3137254901960784,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.8431372549019608,0.13725490196078433,0.0784313725490196,0.0,1.0,0.0,0.0,0.0,0.21568627450980393,0.0196078431372549,0.0,0.0,0.0,0.0,0.7450980392156863,0.6862745098039216,0.0,0.9411764705882353
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.24324324324324326,0.0,0.0,0.0,0.0,0.35135135135135137,0.0,0.0,1.0,0.0,0.0,0.21621621621621623,0.6216216216216216,0.6756756756756757,0.08108108108108109,0.0,0.2702702702702703,0.0,0.3783783783783784,0.16216216216216217,0.0,0.05405405405405406,0.0,0.0,0.0,1.0,0.0,0.02702702702702703,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.0,0.2702702702702703,0.5945945945945946,0.0,0.08108108108108109,0.0,0.32432432432432434,0.0,1.0,0.0,0.02702702702702703,0.21621621621621623,0.08108108108108109,0.02702702702702703,0.0,0.02702702702702703,0.1891891891891892,0.7837837837837838,0.10810810810810811,0.8648648648648649,0.13513513513513514,0.05405405405405406,0.0,0.0,0.0,0.0,0.4864864864864865,0.4594594594594595,0.05405405405405406,0.0,0.0,1.0,0.5135135135135135,0.6756756756756757
23,0.013793103448275862,0.006896551724137931,0.006896551724137931,0.006896551724137931,0.006896551724137931,0.0,0.020689655172413793,0.006896551724137931,0.013793103448275862,0.15862068965517243,0.034482758620689655,0.027586206896551724,0.05517241379310345,0.0,0.006896551724137931,0.0,0.0,0.9862068965517241,0.0,0.0,0.006896551724137931,0.0,0.006896551724137931,0.020689655172413793,0.006896551724137931,0.0,0.027586206896551724,0.006896551724137931,0.04827586206896552,0.0,0.020689655172413793,0.9448275862068966,0.0,0.020689655172413793,0.006896551724137931,0.0,0.027586206896551724,0.9724137931034482,0.0,0.013793103448275862,0.006896551724137931,0.013793103448275862,0.04827586206896552,0.0,0.027586206896551724,0.0,0.993103448275862,0.0,0.0,0.0,0.006896551724137931,0.0,0.0,0.0,0.0,0.9724137931034482,0.041379310344827586,0.9793103448275862,0.0,0.0,0.05517241379310345,0.0,0.0,0.0,0.10344827586206896,0.8413793103448276,0.8137931034482758,0.020689655172413793,0.9586206896551724,0.041379310344827586,0.020689655172413793,0.0,0.0,0.9793103448275862,0.013793103448275862,0.006896551724137931,0.0,0.0,0.0,0.0,0.9724137931034482,0.8137931034482758,0.8
24,0.0,0.5510204081632653,0.0,0.02040816326530612,0.02040816326530612,0.0,0.7142857142857143,0.0,0.0,0.22448979591836735,0.7959183673469388,0.0,0.0,0.12244897959183673,0.0,0.0,0.0,0.0,0.0,0.32653061224489793,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.04081632653061224,0.0,0.0,0.0,1.0,0.0,0.04081632653061224,0.02040816326530612,0.061224489795918366,0.04081632653061224,0.9795918367346939,0.0,0.0,0.061224489795918366,0.02040816326530612,0.14285714285714285,0.0,0.061224489795918366,0.04081632653061224,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.5714285714285714,0.0,0.04081632653061224,0.9795918367346939,0.9795918367346939,0.061224489795918366,0.0,0.0,0.02040816326530612,0.0,0.02040816326530612,0.0,0.061224489795918366,0.8367346938775511,0.3469387755102041,0.0,0.9183673469387755,0.061224489795918366,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5306122448979592,0.14285714285714285,0.8571428571428571
25,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.12121212121212122,0.7878787878787878,0.030303030303030304,0.12121212121212122,0.2727272727272727,0.030303030303030304,0.0,0.0,0.0,0.030303030303030304,0.06060606060606061,0.0,0.0,0.09090909090909091,0.030303030303030304,0.15151515151515152,0.7272727272727273,0.7575757575757576,0.0,0.0,0.696969696969697,0.0,0.9090909090909091,0.0,0.0,0.030303030303030304,0.0,0.0,0.030303030303030304,0.9696969696969697,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.0,0.0,0.5151515151515151,0.0,0.0,0.45454545454545453,0.0,0.0,0.8181818181818182,0.0,1.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.24242424242424243,0.7575757575757576,0.48484848484848486,0.0,0.7878787878787878,0.21212121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18181818181818182,0.15151515151515152
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.26229508196721313,0.0,0.0,0.0,0.0,0.03278688524590164,0.0,0.0,1.0,0.0,0.01639344262295082,0.5245901639344263,0.19672131147540983,0.4918032786885246,0.08196721311475409,0.0,0.5409836065573771,0.0,0.18032786885245902,0.09836065573770492,0.01639344262295082,0.0,0.0,0.01639344262295082,0.0,0.9836065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.36065573770491804,0.0,1.0,0.0,0.0,0.01639344262295082,0.0,0.01639344262295082,0.0,0.0,0.5573770491803278,0.9180327868852459,0.14754098360655737,0.4098360655737705,0.5409836065573771,0.01639344262295082,0.0,0.06557377049180328,0.0,0.0,0.0,0.0,0.3114754098360656,0.6885245901639344,0.0,0.9672131147540983,0.4426229508196721,0.5081967213114754
27,0.16666666666666666,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.023809523809523808,0.023809523809523808,0.16666666666666666,0.5357142857142857,0.38095238095238093,0.011904761904761904,0.09523809523809523,0.011904761904761904,0.011904761904761904,0.0,0.0,0.7380952380952381,0.07142857142857142,0.0,0.0,0.03571428571428571,0.14285714285714285,0.0,0.09523809523809523,0.08333333333333333,0.8690476190476191,0.0,0.047619047619047616,0.0,0.09523809523809523,0.2261904761904762,0.0,0.05952380952380952,0.03571428571428571,0.047619047619047616,0.07142857142857142,0.8928571428571429,0.047619047619047616,0.05952380952380952,0.14285714285714285,0.11904761904761904,0.2976190476190476,0.03571428571428571,0.14285714285714285,0.19047619047619047,0.023809523809523808,0.0,0.0,0.9404761904761905,0.0,0.0,0.03571428571428571,0.0,0.011904761904761904,0.9642857142857143,0.2619047619047619,0.9285714285714286,0.011904761904761904,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.16666666666666666,0.6785714285714286,0.4880952380952381,0.047619047619047616,0.0,0.9404761904761905,0.05952380952380952,0.011904761904761904,0.0,0.011904761904761904,0.0,0.011904761904761904,0.011904761904761904,0.0,0.0,0.9523809523809523,0.9642857142857143,0.3333333333333333,0.8095238095238095
28,0.0136986301369863,0.0,0.0,0.9726027397260274,0.9726027397260274,0.0,0.0273972602739726,0.0273972602739726,0.0136986301369863,0.1232876712328767,0.0,0.0,0.0958904109589041,0.0136986301369863,0.0,0.0,0.0,0.3424657534246575,0.0,0.0,0.0,0.0821917808219178,0.0136986301369863,0.0,0.0,0.0,0.0410958904109589,0.0136986301369863,0.0,0.0,0.0,0.958904109589041,0.0,0.0136986301369863,0.0,0.0,0.0410958904109589,1.0,0.0,0.0,0.0136986301369863,0.0,0.1095890410958904,0.0,0.0684931506849315,0.0136986301369863,0.0410958904109589,0.3013698630136986,0.1506849315068493,0.0,0.2465753424657534,0.0547945205479452,0.0273972602739726,0.1780821917808219,0.0,0.8904109589041096,0.0410958904109589,0.9726027397260274,0.958904109589041,0.0136986301369863,0.0136986301369863,0.0547945205479452,0.0,0.0,0.0,0.0273972602739726,0.0,0.0,0.7671232876712328,0.1506849315068493,0.0958904109589041,0.0,0.0,0.0273972602739726,0.0273972602739726,0.0,0.0273972602739726,0.0136986301369863,0.0,0.0136986301369863,0.9863013698630136,0.1643835616438356,0.6575342465753424
29,0.0,0.0,0.05357142857142857,0.05357142857142857,0.05357142857142857,0.0,0.2857142857142857,0.0,0.0,0.8035714285714286,0.0,0.10714285714285714,0.125,0.017857142857142856,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.017857142857142856,0.9285714285714286,0.0,0.03571428571428571,0.0,0.0,0.0,0.9821428571428571,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.16071428571428573,1.0,0.0,0.0,0.03571428571428571,0.07142857142857142,0.017857142857142856,0.0,0.25,0.6428571428571429,0.2857142857142857,0.017857142857142856,0.9285714285714286,0.08928571428571429,0.0,0.0,0.0,0.14285714285714285,0.017857142857142856,0.0,0.0,0.0,0.0,0.8392857142857143,0.9642857142857143,0.7857142857142857,0.5892857142857143
30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.22807017543859648,0.0,0.07017543859649122,0.0,0.0,0.0,0.0,0.3508771929824561,0.0,0.0,0.0,0.0,0.0,0.19298245614035087,0.10526315789473684,0.3333333333333333,0.5087719298245614,0.2982456140350877,0.08771929824561403,0.0,0.12280701754385964,0.03508771929824561,0.0,0.19298245614035087,0.0,0.017543859649122806,0.08771929824561403,0.8070175438596491,0.0,0.017543859649122806,0.0,0.05263157894736842,0.3684210526315789,0.017543859649122806,0.17543859649122806,0.21052631578947367,0.15789473684210525,0.0,0.0,0.5789473684210527,0.0,0.017543859649122806,0.24561403508771928,0.0,0.05263157894736842,0.9298245614035088,0.14035087719298245,0.9824561403508771,0.017543859649122806,0.03508771929824561,0.017543859649122806,0.0,0.05263157894736842,0.0,0.2631578947368421,0.49122807017543857,0.5263157894736842,0.0,0.03508771929824561,0.9824561403508771,0.0,0.0,0.0,0.07017543859649122,0.0,0.0,0.0,0.0,0.0,0.9122807017543859,0.3333333333333333,0.9649122807017544,0.08771929824561403
31,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.012658227848101266,0.0,0.21518987341772153,0.0,0.0,0.0,1.0,0.0,0.0,0.08860759493670886,0.0,0.0,0.35443037974683544,0.012658227848101266,0.05063291139240506,0.12658227848101267,0.05063291139240506,0.12658227848101267,0.9113924050632911,0.0759493670886076,0.0759493670886076,0.0,0.0759493670886076,0.02531645569620253,0.012658227848101266,0.10126582278481013,0.012658227848101266,0.012658227848101266,0.0,0.9746835443037974,0.012658227848101266,0.0,0.0,0.05063291139240506,0.02531645569620253,0.0,0.02531645569620253,0.0379746835443038,0.012658227848101266,0.11392405063291139,0.20253164556962025,0.0,0.21518987341772153,0.17721518987341772,0.0,0.27848101265822783,0.012658227848101266,0.8607594936708861,0.20253164556962025,0.9746835443037974,0.0,0.0,0.0,0.0,0.02531645569620253,0.0,0.31645569620253167,0.12658227848101267,0.9873417721518988,0.0,0.0,1.0,0.012658227848101266,0.0,0.012658227848101266,0.12658227848101267,0.4936708860759494,0.25316455696202533,0.08860759493670886,0.012658227848101266,0.0,0.02531645569620253,0.8607594936708861,0.4050632911392405,0.7974683544303798
32,0.025,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.025,0.05,0.05,0.0,0.25,0.0,0.075,0.0,0.0,0.775,0.025,0.0,0.725,0.025,0.05,0.825,0.15,0.65,0.075,0.025,0.7,0.0,0.275,0.0,0.025,0.1,0.0,0.025,0.075,0.95,0.025,0.025,0.0,0.1,0.15,0.025,0.075,0.0,0.15,0.25,0.15,0.0,0.2,0.175,0.025,0.05,0.0,0.9,0.1,1.0,0.0,0.0,0.225,0.025,0.0,0.0,0.025,0.625,0.7,0.05,0.025,0.975,0.025,0.0,0.0,0.125,0.275,0.15,0.225,0.075,0.0,0.15,0.85,0.6,0.65
33,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.016666666666666666,0.0,0.23333333333333334,0.03333333333333333,0.0,0.06666666666666667,0.016666666666666666,0.0,0.0,0.0,0.85,0.016666666666666666,0.016666666666666666,0.06666666666666667,0.13333333333333333,0.15,0.0,0.016666666666666666,0.0,0.13333333333333333,0.0,0.05,0.0,0.03333333333333333,0.9,0.0,0.03333333333333333,0.03333333333333333,0.0,0.016666666666666666,0.95,0.0,0.0,0.016666666666666666,0.05,0.08333333333333333,0.0,0.03333333333333333,0.05,0.9833333333333333,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.016666666666666666,0.7666666666666667,0.1,0.9666666666666667,0.016666666666666666,0.0,0.06666666666666667,0.0,0.016666666666666666,0.0,0.016666666666666666,0.3,0.9333333333333333,0.016666666666666666,0.6833333333333333,0.11666666666666667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.6333333333333333
34,0.0625,0.0,0.0625,0.0,0.0,0.0,0.041666666666666664,0.020833333333333332,0.0625,0.2916666666666667,0.08333333333333333,0.16666666666666666,0.041666666666666664,0.5,0.0,0.0,0.0,0.10416666666666667,0.020833333333333332,0.0,0.0,0.0,0.125,0.6666666666666666,0.0625,0.5625,0.0,0.0,0.4166666666666667,0.0,0.0625,0.25,0.0,0.0,0.020833333333333332,0.041666666666666664,0.020833333333333332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.020833333333333332,0.041666666666666664,0.0,0.4166666666666667,0.0,0.0,0.5,0.020833333333333332,0.020833333333333332,0.9583333333333334,0.20833333333333334,0.4375,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.08333333333333333,0.6666666666666666,0.5416666666666666,0.0,0.9166666666666666,0.0625,0.020833333333333332,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,0.0,0.9583333333333334,0.4791666666666667,0.125,0.9166666666666666
35,0.0,0.0,0.05405405405405406,0.12162162162162163,0.12162162162162163,0.0,0.013513513513513514,0.02702702702702703,0.0,0.02702702702702703,0.02702702702702703,0.0,0.06756756756756757,0.0,0.0,0.0,0.0,0.9459459459459459,0.0,0.0,0.3783783783783784,0.04054054054054054,0.0,0.0,0.02702702702702703,0.0,0.02702702702702703,0.0,0.02702702702702703,0.0,0.02702702702702703,0.972972972972973,0.0,0.0,0.013513513513513514,0.0,0.013513513513513514,0.9864864864864865,0.0,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.02702702702702703,0.0,0.013513513513513514,0.013513513513513514,0.0,0.7432432432432432,0.24324324324324326,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.918918918918919,0.06756756756756757,1.0,0.0,0.0,0.22972972972972974,0.013513513513513514,0.02702702702702703,0.0,0.0,0.6351351351351351,0.7972972972972973,0.02702702702702703,0.7567567567567568,0.22972972972972974,0.05405405405405406,0.0,0.013513513513513514,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.972972972972973,0.527027027027027,0.8378378378378378
